"Kod";"Nazwa";"Poziomy wykształcenia";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";9585;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";8401;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";9272;"osoba";"";
1000000;"ŁÓDZKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";8619;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"ogółem";"2017";79430;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"ogółem";"2018";71489;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"ogółem";"2019";62610;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"ogółem";"2020";83050;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"ogółem";"2021";69948;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"mężczyźni";"2017";34709;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"mężczyźni";"2018";30332;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"mężczyźni";"2019";27078;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"mężczyźni";"2020";37858;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"mężczyźni";"2021";31879;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"kobiety";"2017";44721;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"kobiety";"2018";41157;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"kobiety";"2019";35532;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"kobiety";"2020";45192;"osoba";"";
1200000;"MAŁOPOLSKIE";"ogółem";"kobiety";"2021";38069;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"ogółem";"2017";13283;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"ogółem";"2018";12177;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"ogółem";"2019";10874;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"ogółem";"2020";14163;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"ogółem";"2021";11575;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"mężczyźni";"2017";3985;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"mężczyźni";"2018";3617;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"mężczyźni";"2019";3312;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"mężczyźni";"2020";4387;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"mężczyźni";"2021";3617;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"kobiety";"2017";9298;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"kobiety";"2018";8560;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"kobiety";"2019";7562;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"kobiety";"2020";9776;"osoba";"";
1200000;"MAŁOPOLSKIE";"wyższe";"kobiety";"2021";7958;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";18896;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";17254;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";15193;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";20193;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";16663;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";6692;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";5879;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";5307;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";7702;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";6326;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";12204;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";11375;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";9886;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";12491;"osoba";"";
1200000;"MAŁOPOLSKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";10337;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"ogółem";"2017";8650;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"ogółem";"2018";8080;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"ogółem";"2019";6877;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"ogółem";"2020";9712;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"ogółem";"2021";8186;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"mężczyźni";"2017";2758;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"mężczyźni";"2018";2482;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"mężczyźni";"2019";2159;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"mężczyźni";"2020";3422;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"mężczyźni";"2021";2837;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"kobiety";"2017";5892;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"kobiety";"2018";5598;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"kobiety";"2019";4718;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"kobiety";"2020";6290;"osoba";"";
1200000;"MAŁOPOLSKIE";"średnie ogólnokształcące";"kobiety";"2021";5349;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";21216;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";18784;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";16504;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";21801;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";18081;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";11352;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";9824;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";8884;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";12382;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";10115;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";9864;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";8960;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";7620;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";9419;"osoba";"";
1200000;"MAŁOPOLSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";7966;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2017";17385;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2018";15194;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2019";13162;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2020";17181;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2021";15443;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2017";9922;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2018";8530;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";7416;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";9965;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";8984;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";7463;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";6664;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";5746;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";7216;"osoba";"";
1200000;"MAŁOPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";6459;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"ogółem";"2017";154068;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"ogółem";"2018";136545;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"ogółem";"2019";123208;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"ogółem";"2020";146375;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"ogółem";"2021";129248;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"mężczyźni";"2017";75250;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"mężczyźni";"2018";65440;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"mężczyźni";"2019";59684;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"mężczyźni";"2020";72353;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"mężczyźni";"2021";63966;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"kobiety";"2017";78818;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"kobiety";"2018";71105;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"kobiety";"2019";63524;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"kobiety";"2020";74022;"osoba";"";
1400000;"MAZOWIECKIE";"ogółem";"kobiety";"2021";65282;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"ogółem";"2017";24929;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"ogółem";"2018";22196;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"ogółem";"2019";20637;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"ogółem";"2020";25815;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"ogółem";"2021";22098;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"mężczyźni";"2017";8102;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"mężczyźni";"2018";7074;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"mężczyźni";"2019";6467;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"mężczyźni";"2020";8336;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"mężczyźni";"2021";7095;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"kobiety";"2017";16827;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"kobiety";"2018";15122;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"kobiety";"2019";14170;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"kobiety";"2020";17479;"osoba";"";
1400000;"MAZOWIECKIE";"wyższe";"kobiety";"2021";15003;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";33300;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";29543;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";26480;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";31646;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";27486;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";14338;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";12460;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";11374;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";14251;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";12449;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";18962;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";17083;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";15106;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";17395;"osoba";"";
1400000;"MAZOWIECKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";15037;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"ogółem";"2017";17913;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"ogółem";"2018";16082;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"ogółem";"2019";14841;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"ogółem";"2020";18855;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"ogółem";"2021";16521;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"mężczyźni";"2017";6365;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"mężczyźni";"2018";5530;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"mężczyźni";"2019";5285;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"mężczyźni";"2020";7216;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"mężczyźni";"2021";6222;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"kobiety";"2017";11548;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"kobiety";"2018";10552;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"kobiety";"2019";9556;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"kobiety";"2020";11639;"osoba";"";
1400000;"MAZOWIECKIE";"średnie ogólnokształcące";"kobiety";"2021";10299;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";36108;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";31860;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";28743;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";32201;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";28138;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";21375;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";18574;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";17090;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";19459;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";16974;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";14733;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";13286;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";11653;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";12742;"osoba";"";
1400000;"MAZOWIECKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";11164;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2017";41818;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2018";36864;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2019";32507;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2020";37858;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2021";35005;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2017";25070;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2018";21802;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";19468;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";23091;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";21226;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2017";16748;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2018";15062;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2019";13039;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2020";14767;"osoba";"";
1400000;"MAZOWIECKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"kobiety";"2021";13779;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"ogółem";"2017";26066;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"ogółem";"2018";22663;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"ogółem";"2019";20948;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"ogółem";"2020";24976;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"ogółem";"2021";21535;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"mężczyźni";"2017";11060;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"mężczyźni";"2018";9316;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"mężczyźni";"2019";8870;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"mężczyźni";"2020";11161;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"mężczyźni";"2021";9317;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"kobiety";"2017";15006;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"kobiety";"2018";13347;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"kobiety";"2019";12078;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"kobiety";"2020";13815;"osoba";"";
1600000;"OPOLSKIE";"ogółem";"kobiety";"2021";12218;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"ogółem";"2017";3291;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"ogółem";"2018";2772;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"ogółem";"2019";2559;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"ogółem";"2020";3112;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"ogółem";"2021";2524;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"mężczyźni";"2017";1017;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"mężczyźni";"2018";851;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"mężczyźni";"2019";824;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"mężczyźni";"2020";986;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"mężczyźni";"2021";780;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"kobiety";"2017";2274;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"kobiety";"2018";1921;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"kobiety";"2019";1735;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"kobiety";"2020";2126;"osoba";"";
1600000;"OPOLSKIE";"wyższe";"kobiety";"2021";1744;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"ogółem";"2017";5040;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"ogółem";"2018";4462;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"ogółem";"2019";4097;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"ogółem";"2020";4843;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"ogółem";"2021";4238;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2017";1657;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2018";1408;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2019";1351;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2020";1736;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"mężczyźni";"2021";1457;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"kobiety";"2017";3383;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"kobiety";"2018";3054;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"kobiety";"2019";2746;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"kobiety";"2020";3107;"osoba";"";
1600000;"OPOLSKIE";"policealne oraz średnie zawodowe";"kobiety";"2021";2781;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"ogółem";"2017";2584;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"ogółem";"2018";2406;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"ogółem";"2019";2241;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"ogółem";"2020";2742;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"ogółem";"2021";2383;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"mężczyźni";"2017";674;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"mężczyźni";"2018";612;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"mężczyźni";"2019";595;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"mężczyźni";"2020";826;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"mężczyźni";"2021";669;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"kobiety";"2017";1910;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"kobiety";"2018";1794;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"kobiety";"2019";1646;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"kobiety";"2020";1916;"osoba";"";
1600000;"OPOLSKIE";"średnie ogólnokształcące";"kobiety";"2021";1714;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2017";7222;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2018";6167;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2019";5777;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2020";6826;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"ogółem";"2021";5952;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2017";3716;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2018";3082;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2019";2921;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2020";3640;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"mężczyźni";"2021";3093;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2017";3506;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2018";3085;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2019";2856;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2020";3186;"osoba";"";
1600000;"OPOLSKIE";"zasadnicze zawodowe/branżowe";"kobiety";"2021";2859;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2017";7929;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2018";6856;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2019";6274;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2020";7453;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"ogółem";"2021";6438;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2017";3996;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2018";3363;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2019";3179;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2020";3973;"osoba";"";
1600000;"OPOLSKIE";"gimnazjalne, podstawowe i niepełne podstawowe";"mężczyźni";"2021";3318;"osoba";"";
